年月底別,行政區,土地面積[平方公里],里數[里],鄰數[鄰],戶數[戶],人口數/總計[人],人口數/男[人],人口數/女[人],性比例[男/百女],戶量[人/戶],人口密度[人/平方公里]
101年4月,總計,271.7997,456,9547,1004142,2658685,1279554,1379131,92.78,2.65,9782
101年4月,松山區,9.2878,33,761,79005,210616,99765,110851,90,2.67,22677
101年4月,信義區,11.2077,41,914,87147,227135,109198,117937,92.59,2.61,20266
101年4月,大安區,11.3614,53,1029,118134,313893,147457,166436,88.6,2.66,27628
101年4月,中山區,13.6821,42,872,94461,224818,105479,119339,88.39,2.38,16432
101年4月,中正區,7.6071,31,584,63365,161757,77899,83858,92.89,2.55,21264
101年4月,大同區,5.6815,25,524,48985,127717,62761,64956,96.62,2.61,22479
101年4月,萬華區,8.8522,36,722,75552,191319,95022,96297,98.68,2.53,21613
101年4月,文山區,31.509,43,995,99589,267607,129398,138209,93.62,2.69,8493
101年4月,南港區,21.8424,20,444,43249,116742,57283,59459,96.34,2.7,5345
101年4月,內湖區,31.5787,39,892,100246,276795,133187,143608,92.74,2.76,8765
101年4月,士林區,62.3682,51,989,102870,287601,139559,148042,94.27,2.8,4611
101年4月,北投區,56.8216,42,821,91539,252685,122546,130139,94.17,2.76,4447
101年5月,總計,271.7997,456,9548,1006200,2661017,1280457,1380560,92.75,2.64,9790
101年5月,松山區,9.2878,33,762,79138,210773,99820,110953,89.97,2.66,22694
101年5月,信義區,11.2077,41,914,87314,227223,109268,117955,92.64,2.6,20274
101年5月,大安區,11.3614,53,1029,118328,313949,147426,166523,88.53,2.65,27633
101年5月,中山區,13.6821,42,872,94697,225100,105609,119491,88.38,2.38,16452
101年5月,中正區,7.6071,31,584,63399,161633,77838,83795,92.89,2.55,21248
101年5月,大同區,5.6815,25,524,49089,127852,62768,65084,96.44,2.6,22503
101年5月,萬華區,8.8522,36,722,75680,191415,95083,96332,98.7,2.53,21623
101年5月,文山區,31.509,43,995,99745,267842,129495,138347,93.6,2.69,8500
101年5月,南港區,21.8424,20,444,43359,116870,57291,59579,96.16,2.7,5351
101年5月,內湖區,31.5787,39,892,100680,277644,133574,144070,92.71,2.76,8792
101年5月,士林區,62.3682,51,989,103042,287848,139663,148185,94.25,2.79,4615
101年5月,北投區,56.8216,42,821,91729,252868,122622,130246,94.15,2.76,4450
101年6月,總計,271.7997,456,9554,1007687,2663263,1281370,1381893,92.73,2.64,9799
101年6月,松山區,9.2878,33,762,79229,210880,99884,110996,89.99,2.66,22705
101年6月,信義區,11.2077,41,914,87400,227323,109337,117986,92.67,2.6,20283
101年6月,大安區,11.3614,53,1029,118421,313985,147405,166580,88.49,2.65,27636
101年6月,中山區,13.6821,42,872,94852,225278,105675,119603,88.35,2.38,16465
101年6月,中正區,7.6071,31,584,63449,161732,77877,83855,92.87,2.55,21261
101年6月,大同區,5.6815,25,524,49201,128057,62852,65205,96.39,2.6,22539
101年6月,萬華區,8.8522,36,722,75824,191600,95110,96490,98.57,2.53,21644
101年6月,文山區,31.509,43,995,99871,268009,129586,138423,93.62,2.68,8506
101年6月,南港區,21.8424,20,444,43458,117129,57387,59742,96.06,2.7,5362
101年6月,內湖區,31.5787,39,892,100885,277935,133679,144256,92.67,2.75,8801
101年6月,士林區,62.3682,51,989,103229,288213,139813,148400,94.21,2.79,4621
101年6月,北投區,56.8216,42,827,91868,253122,122765,130357,94.18,2.76,4455
101年7月,總計,271.7997,456,9568,1009673,2664487,1281745,1382742,92.7,2.64,9803
101年7月,松山區,9.2878,33,762,79415,210922,99861,111061,89.92,2.66,22710
101年7月,信義區,11.2077,41,914,87549,227375,109343,118032,92.64,2.6,20287
101年7月,大安區,11.3614,53,1029,118515,313811,147298,166513,88.46,2.65,27621
101年7月,中山區,13.6821,42,872,95046,225461,105732,119729,88.31,2.37,16479
101年7月,中正區,7.6071,31,584,63560,161756,77843,83913,92.77,2.54,21264
101年7月,大同區,5.6815,25,524,49335,128230,62917,65313,96.33,2.6,22570
101年7月,萬華區,8.8522,36,722,76011,191707,95161,96546,98.57,2.52,21656
101年7月,文山區,31.509,43,995,100095,268167,129662,138505,93.62,2.68,8511
101年7月,南港區,21.8424,20,444,43598,117371,57477,59894,95.96,2.69,5374
101年7月,內湖區,31.5787,39,906,101113,278195,133799,144396,92.66,2.75,8810
101年7月,士林區,62.3682,51,989,103417,288276,139835,148441,94.2,2.79,4622
101年7月,北投區,56.8216,42,827,92019,253216,122817,130399,94.19,2.75,4456
101年8月,總計,271.7997,456,9568,1012381,2665602,1282160,1383442,92.68,2.63,9807
101年8月,松山區,9.2878,33,762,79520,210751,99818,110933,89.98,2.65,22691
101年8月,信義區,11.2077,41,914,87734,227422,109344,118078,92.6,2.59,20292
101年8月,大安區,11.3614,53,1029,118692,313462,147167,166295,88.5,2.64,27590
101年8月,中山區,13.6821,42,872,95413,225772,105844,119928,88.26,2.37,16501
101年8月,中正區,7.6071,31,584,63698,161793,77846,83947,92.73,2.54,21269
101年8月,大同區,5.6815,25,524,49495,128352,62961,65391,96.28,2.59,22591
101年8月,萬華區,8.8522,36,722,76267,191910,95298,96612,98.64,2.52,21679
101年8月,文山區,31.509,43,995,100388,268375,129718,138657,93.55,2.67,8517
101年8月,南港區,21.8424,20,444,43798,117593,57611,59982,96.05,2.68,5384
101年8月,內湖區,31.5787,39,906,101478,278566,133899,144667,92.56,2.75,8821
101年8月,士林區,62.3682,51,989,103650,288261,139813,148448,94.18,2.78,4622
101年8月,北投區,56.8216,42,827,92248,253345,122841,130504,94.13,2.75,4459
101年9月,總計,271.7997,456,9568,1015637,2665832,1282207,1383625,92.67,2.62,9808
101年9月,松山區,9.2878,33,762,79655,210372,99633,110739,89.97,2.64,22650
101年9月,信義區,11.2077,41,914,87987,227390,109332,118058,92.61,2.58,20289
101年9月,大安區,11.3614,53,1029,118904,312958,146925,166033,88.49,2.63,27546
101年9月,中山區,13.6821,42,872,95883,226043,105955,120088,88.23,2.36,16521
101年9月,中正區,7.6071,31,584,63855,161648,77765,83883,92.71,2.53,21250
101年9月,大同區,5.6815,25,524,49747,128522,63087,65435,96.41,2.58,22621
101年9月,萬華區,8.8522,36,722,76499,192032,95343,96689,98.61,2.51,21693
101年9月,文山區,31.509,43,995,100668,268442,129675,138767,93.45,2.67,8520
101年9月,南港區,21.8424,20,444,44038,117890,57737,60153,95.98,2.68,5397
101年9月,內湖區,31.5787,39,906,101878,278793,134019,144774,92.57,2.74,8829
101年9月,士林區,62.3682,51,989,103976,288289,139812,148477,94.16,2.77,4622
101年9月,北投區,56.8216,42,827,92547,253453,122924,130529,94.17,2.74,4461
101年10月,總計,271.7997,456,9568,1015991,2668231,1283262,1384969,92.66,2.63,9817
101年10月,松山區,9.2878,33,762,79621,210538,99699,110839,89.95,2.64,22668
101年10月,信義區,11.2077,41,914,88007,227507,109357,118150,92.56,2.59,20299
101年10月,大安區,11.3614,53,1029,118942,313183,147048,166135,88.51,2.63,27566
101年10月,中山區,13.6821,42,872,95889,226149,106005,120144,88.23,2.36,16529
101年10月,中正區,7.6071,31,584,63835,161725,77771,83954,92.64,2.53,21260
101年10月,大同區,5.6815,25,524,49737,128547,63101,65446,96.42,2.58,22626
101年10月,萬華區,8.8522,36,722,76547,192303,95463,96840,98.58,2.51,21724
101年10月,文山區,31.509,43,995,100707,268700,129781,138919,93.42,2.67,8528
101年10月,南港區,21.8424,20,444,44088,118094,57843,60251,96,2.68,5407
101年10月,內湖區,31.5787,39,906,102013,279166,134212,144954,92.59,2.74,8840
101年10月,士林區,62.3682,51,989,103960,288540,139928,148612,94.16,2.78,4626
101年10月,北投區,56.8216,42,827,92645,253779,123054,130725,94.13,2.74,4466
101年11月,總計,271.7997,456,9568,1016644,2671006,1284419,1386587,92.63,2.63,9827
101年11月,松山區,9.2878,33,762,79622,210746,99795,110951,89.95,2.65,22691
101年11月,信義區,11.2077,41,914,88011,227624,109407,118217,92.55,2.59,20310
101年11月,大安區,11.3614,53,1029,118943,313314,147078,166236,88.48,2.63,27577
101年11月,中山區,13.6821,42,872,95979,226511,106152,120359,88.2,2.36,16555
101年11月,中正區,7.6071,31,584,63901,161977,77887,84090,92.62,2.53,21293
101年11月,大同區,5.6815,25,524,49823,128704,63142,65562,96.31,2.58,22653
101年11月,萬華區,8.8522,36,722,76578,192510,95530,96980,98.5,2.51,21747
101年11月,文山區,31.509,43,995,100761,268987,129926,139061,93.43,2.67,8537
101年11月,南港區,21.8424,20,444,44177,118305,57934,60371,95.96,2.68,5416
101年11月,內湖區,31.5787,39,906,102103,279619,134404,145215,92.56,2.74,8855
101年11月,士林區,62.3682,51,989,104029,288742,140001,148741,94.12,2.78,4630
101年11月,北投區,56.8216,42,827,92717,253967,123163,130804,94.16,2.74,4470
101年12月,總計,271.7997,456,9568,1017063,2673226,1285361,1387865,92.61,2.63,9835
101年12月,松山區,9.2878,33,762,79619,210905,99878,111027,89.96,2.65,22708
101年12月,信義區,11.2077,41,914,88021,227734,109454,118280,92.54,2.59,20319
101年12月,大安區,11.3614,53,1029,118969,313426,147104,166322,88.45,2.63,27587
101年12月,中山區,13.6821,42,872,96025,226659,106173,120486,88.12,2.36,16566
101年12月,中正區,7.6071,31,584,63952,162154,77924,84230,92.51,2.54,21316
101年12月,大同區,5.6815,25,524,49850,128809,63230,65579,96.42,2.58,22672
101年12月,萬華區,8.8522,36,722,76572,192628,95577,97051,98.48,2.52,21760
101年12月,文山區,31.509,43,995,100822,269310,130055,139255,93.39,2.67,8547
101年12月,南港區,21.8424,20,444,44251,118490,58025,60465,95.96,2.68,5425
101年12月,內湖區,31.5787,39,906,102207,280025,134591,145434,92.54,2.74,8868
101年12月,士林區,62.3682,51,989,104022,288894,140090,148804,94.14,2.78,4632
101年12月,北投區,56.8216,42,827,92753,254192,123260,130932,94.14,2.74,4474
102年1月,總計,271.7997,456,9570,1017406,2675033,1286134,1388899,92.6,2.63,9842
102年1月,松山區,9.2878,33,762,79641,211009,99930,111079,89.96,2.65,22719
102年1月,信義區,11.2077,41,914,88041,227907,109531,118376,92.53,2.59,20335
102年1月,大安區,11.3614,53,1029,118946,313542,147172,166370,88.46,2.64,27597
102年1月,中山區,13.6821,42,872,96120,227037,106350,120687,88.12,2.36,16594
102年1月,中正區,7.6071,31,584,63976,162295,77959,84336,92.44,2.54,21335
102年1月,大同區,5.6815,25,524,49858,128921,63277,65644,96.39,2.59,22691
102年1月,萬華區,8.8522,36,722,76559,192703,95596,97107,98.44,2.52,21769
102年1月,文山區,31.509,43,995,100854,269516,130170,139346,93.41,2.67,8554
102年1月,南港區,21.8424,20,444,44255,118540,58010,60530,95.84,2.68,5427
102年1月,內湖區,31.5787,39,908,102277,280219,134671,145548,92.53,2.74,8874
102年1月,士林區,62.3682,51,989,104103,289164,140210,148954,94.13,2.78,4636
102年1月,北投區,56.8216,42,827,92776,254180,123258,130922,94.15,2.74,4473
102年2月,總計,271.7997,456,9570,1017691,2676128,1286627,1389501,92.6,2.63,9846
102年2月,松山區,9.2878,33,762,79637,210973,99927,111046,89.99,2.65,22715
102年2月,信義區,11.2077,41,914,88005,227992,109542,118450,92.48,2.59,20342
102年2月,大安區,11.3614,53,1029,118927,313564,147198,166366,88.48,2.64,27599
102年2月,中山區,13.6821,42,872,96171,227129,106411,120718,88.15,2.36,16600
102年2月,中正區,7.6071,31,584,64016,162448,78058,84390,92.5,2.54,21355
102年2月,大同區,5.6815,25,524,49882,129011,63330,65681,96.42,2.59,22707
102年2月,萬華區,8.8522,36,722,76581,192747,95610,97137,98.43,2.52,21774
102年2月,文山區,31.509,43,995,100873,269727,130242,139485,93.37,2.67,8560
102年2月,南港區,21.8424,20,444,44295,118618,58038,60580,95.8,2.68,5431
102年2月,內湖區,31.5787,39,908,102359,280362,134755,145607,92.55,2.74,8878
102年2月,士林區,62.3682,51,989,104106,289257,140220,149037,94.08,2.78,4638
102年2月,北投區,56.8216,42,827,92839,254300,123296,131004,94.12,2.74,4475
102年3月,總計,271.7997,456,9570,1018618,2677771,1287311,1390460,92.58,2.63,9852
102年3月,松山區,9.2878,33,762,79626,211020,99963,111057,90.01,2.65,22720
